  0.0000000e+000, -3.8413723e+001,
  2.5000000e+002, -8.0804862e+001,
  5.0000000e+002, -8.0663754e+001,
  7.5000000e+002, -8.2539312e+001,
  1.0000000e+003, -8.2215940e+001,
  1.2500000e+003, -8.2833287e+001,
  1.5000000e+003, -8.3056707e+001,
  1.7500000e+003, -8.4250244e+001,
  2.0000000e+003, -8.5232120e+001,
  2.2500000e+003, -8.5420263e+001,
  2.5000000e+003, -8.5802430e+001,
  2.7500000e+003, -8.4526581e+001,
  3.0000000e+003, -8.4314919e+001,
  3.2500000e+003, -8.1145873e+001,
  3.5000000e+003,  7.9460678e+000,
  3.7500000e+003, -8.0440333e+001,
  4.0000000e+003, -8.4491303e+001,
  4.2500000e+003, -8.6719631e+001,
  4.5000000e+003, -8.6196357e+001,
  4.7500000e+003, -8.6796064e+001,
  5.0000000e+003, -8.7525122e+001,
  5.2500000e+003, -8.7977842e+001,
  5.5000000e+003, -8.8583430e+001,
  5.7500000e+003, -8.8054276e+001,
  6.0000000e+003, -8.7595675e+001,
  6.2500000e+003, -8.7595675e+001,
  6.5000000e+003, -8.8042517e+001,
  6.7500000e+003, -8.8007240e+001,
  7.0000000e+003, -6.8992962e+001,
  7.2500000e+003, -8.8653984e+001,
  7.5000000e+003, -8.8342371e+001,
  7.7500000e+003, -8.7583917e+001,
  8.0000000e+003, -8.7131196e+001,
  8.2500000e+003, -8.8377648e+001,
  8.5000000e+003, -8.7442809e+001,
  8.7500000e+003, -8.7989601e+001,
  9.0000000e+003, -8.7448689e+001,
  9.2500000e+003, -8.7924927e+001,
  9.5000000e+003, -8.8365889e+001,
  9.7500000e+003, -8.8042517e+001,
  1.0000000e+004, -8.7560398e+001,
  1.0250000e+004, -8.8201263e+001,
  1.0500000e+004, -7.2367790e+001,
  1.0750000e+004, -8.8236540e+001,
  1.1000000e+004, -8.8342371e+001,
  1.1250000e+004, -8.7736783e+001,
  1.1500000e+004, -8.7824976e+001,
  1.1750000e+004, -8.7295821e+001,
  1.2000000e+004, -8.7901409e+001,
  1.2250000e+004, -8.8101312e+001,
  1.2500000e+004, -8.7995481e+001,
  1.2750000e+004, -8.8795092e+001,
  1.3000000e+004, -8.8054276e+001,
  1.3250000e+004, -8.8501117e+001,
  1.3500000e+004, -8.7378135e+001,
  1.3750000e+004, -8.7854373e+001,
  1.4000000e+004, -7.2132612e+001,
  1.4250000e+004, -8.7989601e+001,
  1.4500000e+004, -8.8489358e+001,
  1.4750000e+004, -8.8260058e+001,
  1.5000000e+004, -8.8001361e+001,
  1.5250000e+004, -8.8477599e+001,
  1.5500000e+004, -8.7613314e+001,
  1.5750000e+004, -8.7413411e+001,
  1.6000000e+004, -8.7701507e+001,
  1.6250000e+004, -8.8107191e+001,
  1.6500000e+004, -8.8442322e+001,
