30,  0.0000000e+000, -7.1257420e+001,
30,  6.2500000e+001, -7.6819416e+001,
30,  1.2500000e+002, -8.4080589e+001,
30,  1.8750000e+002, -9.1865036e+001,
30,  2.5000000e+002, -8.9824852e+001,
30,  3.1250000e+002, -9.5145794e+001,
30,  3.7500000e+002, -9.2288361e+001,
30,  4.3750000e+002, -9.6321693e+001,
30,  5.0000000e+002, -1.0130162e+002,
30,  5.6250000e+002, -1.0080186e+002,
30,  6.2500000e+002, -1.0197189e+002,
30,  6.8750000e+002, -1.1430118e+002,
30,  7.5000000e+002, -1.0402383e+002,
30,  8.1250000e+002, -1.0684010e+002,
30,  8.7500000e+002, -9.9725918e+001,
30,  9.3750000e+002, -1.1189059e+002,
30,  1.0000000e+003, -1.0235993e+002,
30,  1.0625000e+003, -1.1167305e+002,
30,  1.1250000e+003, -1.0669900e+002,
30,  1.1875000e+003, -1.0756916e+002,
30,  1.2500000e+003, -1.1503024e+002,
30,  1.3125000e+003, -1.0438248e+002,
30,  1.3750000e+003, -1.1655302e+002,
30,  1.4375000e+003, -1.0989156e+002,
30,  1.5000000e+003, -1.2190924e+002,
30,  1.5625000e+003, -1.0869802e+002,
30,  1.6250000e+003, -1.0653437e+002,
30,  1.6875000e+003, -1.1204345e+002,
30,  1.7500000e+003, -1.1320171e+002,
30,  1.8125000e+003, -1.3439140e+002,
30,  1.8750000e+003, -1.1777008e+002,
30,  1.9375000e+003, -1.1592392e+002,
30,  2.0000000e+003, -1.0753976e+002,
30,  2.0625000e+003, -1.0604049e+002,
30,  2.1250000e+003, -1.1133792e+002,
30,  2.1875000e+003, -1.1529481e+002,
30,  2.2500000e+003, -1.0592878e+002,
30,  2.3125000e+003, -1.2009248e+002,
30,  2.3750000e+003, -1.0799836e+002,
30,  2.4375000e+003, -1.1789943e+002,
30,  2.5000000e+003, -1.1527717e+002,
30,  2.5625000e+003, -1.1374851e+002,
30,  2.6250000e+003, -1.1133204e+002,
30,  2.6875000e+003, -1.2158587e+002,
30,  2.7500000e+003, -1.1176712e+002,
30,  2.8125000e+003, -1.1160837e+002,
30,  2.8750000e+003, -1.2459029e+002,
30,  2.9375000e+003, -1.2384947e+002,
30,  3.0000000e+003, -1.1254909e+002,
30,  3.0625000e+003, -1.1318995e+002,
30,  3.1250000e+003, -1.0945648e+002,
30,  3.1875000e+003, -1.0581119e+002,
30,  3.2500000e+003, -1.1597095e+002,
30,  3.3125000e+003, -1.1109686e+002,
30,  3.3750000e+003, -1.0656377e+002,
30,  3.4375000e+003, -1.1969267e+002,
30,  3.5000000e+003, -1.1278427e+002,
30,  3.5625000e+003, -1.1494792e+002,
30,  3.6250000e+003, -1.0720463e+002,
30,  3.6875000e+003, -1.0365342e+002,
30,  3.7500000e+003, -1.1222572e+002,
30,  3.8125000e+003, -1.1092635e+002,
30,  3.8750000e+003, -1.1148490e+002,
30,  3.9375000e+003, -1.1296653e+002,
30,  4.0000000e+003, -1.1242562e+002,
30,  4.0625000e+003, -1.1184943e+002,
30,  4.1250000e+003, -1.1853441e+002,
30,  4.1875000e+003, -1.0588175e+002,
30,  4.2500000e+003, -1.1231391e+002,
30,  4.3125000e+003, -1.1477742e+002,
30,  4.3750000e+003, -1.0800424e+002,
30,  4.4375000e+003, -1.0708116e+002,
30,  4.5000000e+003, -1.1029725e+002,
30,  4.5625000e+003, -1.1033840e+002,
30,  4.6250000e+003, -1.0770439e+002,
30,  4.6875000e+003, -1.2012776e+002,
30,  4.7500000e+003, -1.1079112e+002,
30,  4.8125000e+003, -1.1222572e+002,
30,  4.8750000e+003, -1.1702926e+002,
30,  4.9375000e+003, -1.0529380e+002,
30,  5.0000000e+003, -1.1151430e+002,
30,  5.0625000e+003, -1.1047951e+002,
30,  5.1250000e+003, -1.1584748e+002,
30,  5.1875000e+003, -1.0880973e+002,
30,  5.2500000e+003, -1.1627669e+002,
30,  5.3125000e+003, -1.1368383e+002,
30,  5.3750000e+003, -1.1356624e+002,
30,  5.4375000e+003, -1.0758680e+002,
30,  5.5000000e+003, -1.0936828e+002,
30,  5.5625000e+003, -1.0809831e+002,
30,  5.6250000e+003, -1.1653539e+002,
30,  5.6875000e+003, -1.0586411e+002,
30,  5.7500000e+003, -1.0895672e+002,
30,  5.8125000e+003, -9.8967464e+001,
30,  5.8750000e+003, -9.2211926e+001,
30,  5.9375000e+003, -1.0078423e+002,
30,  6.0000000e+003, -1.0913311e+002,
30,  6.0625000e+003, -1.0828058e+002,
30,  6.1250000e+003, -1.0353583e+002,
30,  6.1875000e+003, -1.1059122e+002,
30,  6.2500000e+003, -1.1097927e+002,
30,  6.3125000e+003, -1.1858145e+002,
30,  6.3750000e+003, -1.0334768e+002,
30,  6.4375000e+003, -1.0664020e+002,
30,  6.5000000e+003, -1.0615808e+002,
30,  6.5625000e+003, -1.0558777e+002,
30,  6.6250000e+003, -1.0793957e+002,
30,  6.6875000e+003, -1.0386508e+002,
30,  6.7500000e+003, -9.3493656e+001,
30,  6.8125000e+003, -9.7868000e+001,
30,  6.8750000e+003, -1.1403072e+002,
30,  6.9375000e+003, -1.1211989e+002,
30,  7.0000000e+003, -1.1932815e+002,
30,  7.0625000e+003, -1.1542416e+002,
30,  7.1250000e+003, -1.1467159e+002,
30,  7.1875000e+003, -1.0481756e+002,
30,  7.2500000e+003, -1.0875682e+002,
30,  7.3125000e+003, -1.0613457e+002,
30,  7.3750000e+003, -1.0671075e+002,
30,  7.4375000e+003, -1.0414730e+002,
30,  7.5000000e+003, -1.0969166e+002,
30,  7.5625000e+003, -1.0535847e+002,
30,  7.6250000e+003, -1.0517621e+002,
30,  7.6875000e+003, -1.0782198e+002,
30,  7.7500000e+003, -1.0574652e+002,
30,  7.8125000e+003, -1.0779846e+002,
30,  7.8750000e+003, -1.0886265e+002,
30,  7.9375000e+003, -1.0886265e+002,
30,  8.0000000e+003, -1.0912723e+002,
30,  8.0625000e+003, -1.0253044e+002,
30,  8.1250000e+003, -1.0023743e+002,
30,  8.1875000e+003, -1.0933889e+002,
30,  8.2500000e+003, -1.1261376e+002,
30,  8.3125000e+003, -1.0911547e+002,
30,  8.3750000e+003, -1.0649321e+002,
30,  8.4375000e+003, -1.0675779e+002,
30,  8.5000000e+003, -1.0301255e+002,
30,  8.5625000e+003, -1.0638738e+002,
30,  8.6250000e+003, -1.0817475e+002,
30,  8.6875000e+003, -1.1541828e+002,
30,  8.7500000e+003, -1.0353583e+002,
30,  8.8125000e+003, -1.0817475e+002,
30,  8.8750000e+003, -9.7579903e+001,
30,  8.9375000e+003, -9.9755314e+001,
30,  9.0000000e+003, -1.0402971e+002,
30,  9.0625000e+003, -1.1655302e+002,
30,  9.1250000e+003, -1.0382393e+002,
30,  9.1875000e+003, -1.0909783e+002,
30,  9.2500000e+003, -1.1124384e+002,
30,  9.3125000e+003, -1.1711158e+002,
30,  9.3750000e+003, -1.1000915e+002,
30,  9.4375000e+003, -1.1163189e+002,
30,  9.5000000e+003, -1.0704001e+002,
30,  9.5625000e+003, -1.2553101e+002,
30,  9.6250000e+003, -1.0440011e+002,
30,  9.6875000e+003, -1.1403072e+002,
30,  9.7500000e+003, -1.1758781e+002,
30,  9.8125000e+003, -1.1002091e+002,
30,  9.8750000e+003, -1.1028549e+002,
30,  9.9375000e+003, -1.0900964e+002,
30,  1.0000000e+004, -1.1015026e+002,
30,  1.0062500e+004, -1.0761620e+002,
30,  1.0125000e+004, -1.1435409e+002,
30,  1.0187500e+004, -1.0845696e+002,
30,  1.0250000e+004, -1.0639326e+002,
30,  1.0312500e+004, -1.1192586e+002,
30,  1.0375000e+004, -1.0546430e+002,
30,  1.0437500e+004, -1.0488223e+002,
30,  1.0500000e+004, -1.0635211e+002,
30,  1.0562500e+004, -1.0950351e+002,
30,  1.0625000e+004, -1.1299005e+002,
30,  1.0687500e+004, -1.0074307e+002,
30,  1.0750000e+004, -1.0288321e+002,
30,  1.0812500e+004, -1.1184943e+002,
30,  1.0875000e+004, -1.1505375e+002,
30,  1.0937500e+004, -1.1615910e+002,
30,  1.1000000e+004, -1.0494103e+002,
30,  1.1062500e+004, -1.0097825e+002,
30,  1.1125000e+004, -1.0269506e+002,
30,  1.1187500e+004, -9.7397640e+001,
30,  1.1250000e+004, -1.0276562e+002,
30,  1.1312500e+004, -1.0928597e+002,
30,  1.1375000e+004, -1.0261275e+002,
30,  1.1437500e+004, -1.2341439e+002,
30,  1.1500000e+004, -1.1722917e+002,
30,  1.1562500e+004, -1.1289598e+002,
30,  1.1625000e+004, -1.2016303e+002,
30,  1.1687500e+004, -1.1065589e+002,
30,  1.1750000e+004, -1.0227762e+002,
30,  1.1812500e+004, -1.2290288e+002,
30,  1.1875000e+004, -1.0681071e+002,
30,  1.1937500e+004, -1.0900964e+002,
30,  1.2000000e+004, -1.1747022e+002,
30,  1.2062500e+004, -1.1211401e+002,
30,  1.2125000e+004, -1.1297829e+002,
30,  1.2187500e+004, -1.0823942e+002,
30,  1.2250000e+004, -1.2284996e+002,
30,  1.2312500e+004, -1.1342513e+002,
30,  1.2375000e+004, -1.0778082e+002,
30,  1.2437500e+004, -1.2235608e+002,
30,  1.2500000e+004, -1.0625215e+002,
30,  1.2562500e+004, -1.0514681e+002,
30,  1.2625000e+004, -1.0003753e+002,
30,  1.2687500e+004, -1.0695769e+002,
30,  1.2750000e+004, -1.1099690e+002,
30,  1.2812500e+004, -1.1089695e+002,
30,  1.2875000e+004, -1.1484209e+002,
30,  1.2937500e+004, -1.1113213e+002,
30,  1.3000000e+004, -1.1415419e+002,
30,  1.3062500e+004, -1.1568286e+002,
30,  1.3125000e+004, -1.1123208e+002,
30,  1.3187500e+004, -1.1185531e+002,
30,  1.3250000e+004, -1.1331930e+002,
30,  1.3312500e+004, -1.2519000e+002,
30,  1.3375000e+004, -1.1867552e+002,
30,  1.3437500e+004, -1.0859807e+002,
30,  1.3500000e+004, -1.1214928e+002,
30,  1.3562500e+004, -1.1644719e+002,
30,  1.3625000e+004, -1.2059811e+002,
30,  1.3687500e+004, -1.1725268e+002,
30,  1.3750000e+004, -1.2484899e+002,
30,  1.3812500e+004, -1.1548296e+002,
30,  1.3875000e+004, -1.1185531e+002,
30,  1.3937500e+004, -1.1672353e+002,
30,  1.4000000e+004, -1.1291362e+002,
30,  1.4062500e+004, -1.1269020e+002,
30,  1.4125000e+004, -1.1617674e+002,
30,  1.4187500e+004, -1.1183767e+002,
30,  1.4250000e+004, -1.1978675e+002,
30,  1.4312500e+004, -1.1258437e+002,
30,  1.4375000e+004, -1.1725268e+002,
30,  1.4437500e+004, -1.1722917e+002,
30,  1.4500000e+004, -1.1256085e+002,
30,  1.4562500e+004, -1.1036192e+002,
