,x,y,mass,size,ecc,signal,raw_mass,ep,frame,particle
0,15.659067570342986,13.146231258985418,0.6122135120969459,2.0999858188843326,0.06472607288215541,0.03206293809503413,47.34102249145508,0.012646829977197162,0,0.0
1,15.857294768183753,13.292216078264568,0.6055945505818611,2.077251152891859,0.055003262028376146,0.032842749978386765,47.34274673461914,0.012654367944922675,1,0.0
2,15.863958736299162,13.408123791102515,0.6018102084372038,2.124686295601632,0.06681333612713578,0.03298121709681645,47.27223587036133,0.013727897353126062,2,0.0
3,15.912896405919662,13.155602536997886,0.6046498817442819,2.047738917026397,0.059637564309065264,0.03259740377268327,47.33830261230469,0.012894671673448528,3,0.0
4,15.8498648367644,13.084840923268871,0.6086278662441837,2.0584109212930044,0.07049248136543543,0.032272843812074625,47.33247756958008,0.012818761404051561,4,0.0
5,15.670531197301855,13.337900505902192,0.6083530371041969,2.1023555407117875,0.05659371174229141,0.032700258107413616,47.346717834472656,0.01211700422816378,5,0.0
6,15.479292493528904,13.444132873166524,0.5907476965540484,2.1241147981176534,0.06547573532174726,0.032493671833753734,47.259525299072266,0.014444236606569892,6,0.0
7,15.4872491638796,13.284071906354516,0.6017865704405021,2.1121364542419583,0.08459797925716259,0.03207683433577091,47.326786041259766,0.012654362734210549,7,0.0
8,15.438582028029678,13.17209398186315,0.6095533699854428,2.1133872352069547,0.07256018448126474,0.03203547183559108,47.32667922973633,0.013199541608476816,8,0.0
9,15.40380992254553,13.26062382248273,0.6100132318718485,2.10594421737187,0.07287221821341104,0.03256298390774992,47.33493423461914,0.012362126535588897,9,0.0
10,15.299222797927461,13.418609671848014,0.5994299329158682,2.12411720970211,0.06500638302797697,0.03299970485611969,47.26051712036133,0.013952474554607826,10,0.0
11,15.294142259414226,13.299581589958159,0.6173385270705853,2.117470662929761,0.0734723899749824,0.03293333146506261,47.33925247192383,0.012011749481366062,11,0.0
12,15.210626185958255,13.31056293485136,0.60971906098114,2.1002695528939634,0.07115023341165527,0.03278059467640538,47.3373908996582,0.012566726350515143,12,0.0
13,15.174810446503791,13.325400168491996,0.6158359426133254,2.1010187283111983,0.06740759355601966,0.03307459253715206,47.344940185546875,0.012290601401627332,13,0.0
14,15.199329281073151,13.280653950953678,0.6134523363800287,2.0955982853468176,0.0735012520338748,0.03278774801444295,47.34288787841797,0.012463175546525398,14,0.0
15,15.30588967233513,13.26150974699295,0.6132152335484942,2.1157896257323645,0.07744082560871081,0.03242842898275944,47.334903717041016,0.012603690858099476,15,0.0
16,15.27962085308057,13.178240263754379,0.6155585079628108,2.101582616781371,0.07902183222107872,0.03234440954677864,47.334205627441406,0.012329633016341894,16,0.0
17,15.290122178504866,13.038517291364672,0.6071112435178713,2.075954697578644,0.08172912973602332,0.03205909444958732,47.32817840576172,0.013206628650467627,17,0.0
18,15.32355389096962,13.173949230129004,0.6103144007593795,2.0907918922215276,0.08064632915096366,0.03238247444728293,47.32942581176758,0.012366873790452142,18,0.0
19,15.357306649989578,13.249114029601834,0.6122415368002486,2.1083334260296063,0.08043055041850868,0.03254567268794317,47.33586502075195,0.012241579552852249,19,0.0
20,15.516694490818029,13.156510851419032,0.6002078939039193,2.102645602778749,0.08285512654731171,0.03193927649113093,47.31950759887695,0.013091673657593242,20,0.0
21,15.444745621351126,13.041909924937448,0.5997051282183448,2.080630718513584,0.08629763625420327,0.03188590652537071,47.317569732666016,0.013022612415076174,21,0.0
22,15.468513853904282,13.27896725440806,0.6032807314851418,2.1037829267428574,0.08354354570937828,0.032291474922063634,47.32754898071289,0.012521520323987463,22,0.0
23,15.487725396480556,13.47490766891158,0.5857024427913596,2.1144732620099367,0.07619382716336594,0.0324471264201166,47.25577163696289,0.014169540244194716,23,0.0
24,15.423159707275076,13.48278088678433,0.5926429864484728,2.117867737552721,0.07554730563541011,0.03252775754291015,47.26503372192383,0.014092303742221762,24,0.0
25,15.427070197562001,13.296973518284993,0.6051166967564935,2.1027114743460085,0.08033670481138953,0.03243059219691169,47.33597183227539,0.012215335779457655,25,0.0
26,15.506989359482578,13.331316503233882,0.6045588915122694,2.136193228745049,0.08899304051021342,0.03216409708650714,47.32675552368164,0.012690633045177353,26,0.0
27,15.428663239074549,13.446229648671808,0.5941716504466558,2.1277736573546315,0.07439068752296508,0.03245796291000369,47.26164627075195,0.014034224773662575,27,0.0
28,15.580693493150685,13.436215753424658,0.590922959618226,2.125201440895324,0.07913734151515081,0.03225285845518999,47.26266860961914,0.01385220481612557,28,0.0
29,15.530864197530864,13.05349794238683,0.6018530506987552,2.1052550357218243,0.09120950698432363,0.031578709450243325,47.319095611572266,0.013162433074949718,29,0.0
30,15.54232039636664,12.99628406275805,0.602503272993881,2.107113115439027,0.09191976671232988,0.03171724496561512,47.31612014770508,0.013067293590733959,30,0.0
31,15.529846153846155,13.150358974358975,0.6030665155467403,2.1129636496199797,0.07727711176783923,0.03154501773629104,47.320682525634766,0.012371611124761641,31,0.0
32,15.538220551378446,13.324561403508772,0.6035527983598696,2.1310941412642146,0.08590947201945685,0.03214410266954193,47.329837799072266,0.012816934634151596,32,0.0
33,15.465154639175257,13.202268041237113,0.6069583399176315,2.1176236438298512,0.08607953661680766,0.03191224261422598,47.32393264770508,0.012693107781276297,33,0.0
34,15.491820252640299,12.986746738455167,0.6030690701185546,2.10379849542189,0.09648384824179869,0.031845643586711825,47.313514709472656,0.012969497099572812,34,0.0
35,15.530359355638165,13.035935563816604,0.6009297753343817,2.102790184320116,0.09245266397404499,0.03164747887448727,47.31863784790039,0.013064332484051436,35,0.0
